Wavelength (nm),Group1_White_Paper,Group1_Epidote1,Group1_Epidote2,Group1_Epidote3,Group2_Gypsum1,Group2_Gypsum2,Group2_Gypsum3,Group3_Limonite1,Group3_Limonite2,Group3_LImonite3,Group4_Realgar1,Group4_Realgar2,Group4_Realgar3,Group5_Hornblende1,Group5_Hornblende2,Group5_Hornblende3,Group6_Pyrite1,Group6_Pyrite2,Group6_Pyrite3
996,0.711,0.238,0.092,0.263,0.197,0.21,0.186,0.075,0.119,0.065,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
997,0.71,0.238,0.092,0.263,0.197,0.21,0.186,0.075,0.12,0.065,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
998,0.71,0.238,0.091,0.262,0.197,0.21,0.186,0.075,0.12,0.065,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
999,0.71,0.238,0.091,0.262,0.197,0.21,0.186,0.075,0.12,0.066,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
1000,0.711,0.238,0.091,0.263,0.198,0.211,0.186,0.075,0.12,0.066,0.136,0.134,0.151,0.06,0.066,0.041,0.086,0.12,0.114
1001,0.71,0.238,0.091,0.263,0.196,0.209,0.185,0.075,0.119,0.065,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
1002,0.71,0.238,0.091,0.263,0.197,0.209,0.185,0.075,0.12,0.065,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
1003,0.71,0.238,0.091,0.263,0.197,0.21,0.186,0.075,0.12,0.065,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.114
1004,0.71,0.238,0.091,0.263,0.198,0.211,0.186,0.075,0.12,0.065,0.136,0.134,0.151,0.06,0.065,0.041,0.086,0.12,0.114
1005,0.71,0.238,0.091,0.262,0.198,0.212,0.187,0.075,0.12,0.065,0.136,0.134,0.151,0.06,0.065,0.041,0.086,0.12,0.114
1006,0.71,0.238,0.091,0.262,0.199,0.212,0.188,0.075,0.12,0.065,0.136,0.134,0.151,0.06,0.065,0.041,0.086,0.12,0.114
1007,0.71,0.237,0.091,0.262,0.199,0.213,0.188,0.075,0.12,0.065,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.113
1008,0.71,0.237,0.091,0.262,0.2,0.214,0.189,0.076,0.12,0.066,0.136,0.133,0.151,0.06,0.065,0.041,0.086,0.12,0.113
1009,0.71,0.237,0.091,0.262,0.201,0.215,0.19,0.076,0.121,0.066,0.136,0.134,0.151,0.06,0.066,0.041,0.086,0.12,0.113
1010,0.71,0.237,0.091,0.262,0.201,0.215,0.19,0.076,0.121,0.066,0.136,0.134,0.151,0.06,0.066,0.041,0.086,0.12,0.114
1011,0.71,0.237,0.091,0.262,0.202,0.216,0.191,0.076,0.121,0.066,0.136,0.134,0.151,0.06,0.066,0.041,0.086,0.12,0.113
1012,0.71,0.237,0.091,0.262,0.203,0.217,0.191,0.076,0.121,0.066,0.136,0.134,0.151,0.06,0.065,0.041,0.086,0.12,0.114
1013,0.71,0.237,0.091,0.262,0.203,0.218,0.192,0.076,0.121,0.066,0.136,0.134,0.151,0.06,0.065,0.041,0.086,0.12,0.113
1014,0.71,0.237,0.092,0.262,0.204,0.219,0.193,0.076,0.121,0.066,0.136,0.134,0.151,0.06,0.065,0.041,0.086,0.119,0.113
1015,0.71,0.237,0.092,0.262,0.205,0.22,0.194,0.076,0.121,0.066,0.136,0.134,0.151,0.06,0.065,0.041,0.086,0.119,0.113
1016,0.71,0.237,0.092,0.262,0.205,0.22,0.194,0.076,0.122,0.066,0.136,0.134,0.151,0.059,0.065,0.041,0.086,0.119,0.113
1017,0.71,0.237,0.092,0.262,0.206,0.221,0.195,0.076,0.122,0.066,0.136,0.134,0.151,0.059,0.066,0.041,0.086,0.119,0.113
1018,0.71,0.237,0.092,0.262,0.207,0.222,0.195,0.076,0.122,0.067,0.136,0.134,0.151,0.059,0.065,0.041,0.086,0.119,0.113
1019,0.71,0.237,0.092,0.262,0.207,0.223,0.196,0.076,0.122,0.067,0.136,0.134,0.151,0.059,0.065,0.041,0.086,0.119,0.113
1020,0.71,0.237,0.092,0.261,0.208,0.224,0.197,0.076,0.122,0.067,0.136,0.134,0.151,0.059,0.065,0.041,0.086,0.119,0.113
1021,0.71,0.237,0.092,0.261,0.209,0.225,0.198,0.076,0.122,0.067,0.136,0.134,0.151,0.059,0.065,0.041,0.086,0.119,0.113
1022,0.71,0.237,0.092,0.261,0.209,0.225,0.198,0.077,0.123,0.067,0.136,0.134,0.151,0.059,0.065,0.041,0.086,0.119,0.113
1023,0.71,0.237,0.092,0.261,0.21,0.226,0.199,0.077,0.123,0.067,0.136,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.113
1024,0.71,0.237,0.092,0.261,0.21,0.227,0.2,0.077,0.123,0.067,0.136,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.113
1025,0.71,0.237,0.092,0.261,0.211,0.228,0.2,0.077,0.123,0.067,0.137,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.113
1026,0.71,0.237,0.092,0.261,0.212,0.228,0.201,0.077,0.123,0.067,0.137,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.113
1027,0.71,0.236,0.092,0.261,0.212,0.229,0.201,0.077,0.124,0.067,0.137,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.113
1028,0.71,0.236,0.092,0.261,0.213,0.23,0.202,0.077,0.124,0.067,0.137,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.113
1029,0.71,0.236,0.092,0.261,0.213,0.231,0.202,0.077,0.124,0.067,0.137,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.113
1030,0.71,0.236,0.092,0.261,0.214,0.231,0.203,0.077,0.124,0.067,0.137,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.113
1031,0.71,0.236,0.092,0.261,0.215,0.232,0.204,0.077,0.124,0.068,0.137,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.114
1032,0.71,0.236,0.092,0.261,0.215,0.233,0.204,0.077,0.125,0.068,0.137,0.134,0.152,0.059,0.065,0.041,0.086,0.119,0.114
1033,0.71,0.236,0.092,0.261,0.216,0.233,0.205,0.077,0.125,0.068,0.137,0.134,0.153,0.059,0.065,0.041,0.086,0.119,0.114
1034,0.71,0.236,0.092,0.261,0.216,0.234,0.205,0.078,0.125,0.068,0.137,0.135,0.153,0.059,0.065,0.041,0.086,0.119,0.114
1035,0.71,0.236,0.092,0.261,0.217,0.235,0.206,0.078,0.125,0.068,0.137,0.135,0.153,0.059,0.065,0.041,0.086,0.119,0.114
1036,0.71,0.236,0.092,0.261,0.217,0.235,0.206,0.078,0.125,0.068,0.137,0.135,0.153,0.059,0.065,0.041,0.086,0.119,0.114
1037,0.71,0.236,0.092,0.261,0.218,0.236,0.207,0.078,0.125,0.068,0.138,0.135,0.153,0.06,0.065,0.041,0.086,0.119,0.114
1038,0.71,0.236,0.092,0.261,0.218,0.236,0.207,0.078,0.126,0.068,0.138,0.135,0.153,0.06,0.065,0.041,0.086,0.119,0.114
1039,0.71,0.235,0.092,0.261,0.219,0.237,0.208,0.078,0.126,0.068,0.138,0.135,0.153,0.06,0.065,0.041,0.086,0.119,0.114
1040,0.71,0.235,0.092,0.261,0.219,0.237,0.208,0.078,0.126,0.069,0.138,0.135,0.154,0.06,0.065,0.041,0.086,0.119,0.114
1041,0.71,0.235,0.092,0.261,0.22,0.238,0.208,0.078,0.126,0.069,0.138,0.135,0.154,0.06,0.065,0.041,0.086,0.119,0.114
1042,0.71,0.235,0.092,0.261,0.22,0.238,0.209,0.079,0.127,0.069,0.138,0.135,0.154,0.06,0.065,0.041,0.086,0.119,0.114
1043,0.71,0.235,0.092,0.261,0.22,0.239,0.209,0.079,0.127,0.069,0.139,0.135,0.154,0.06,0.065,0.041,0.086,0.119,0.114
1044,0.71,0.235,0.092,0.261,0.221,0.239,0.209,0.079,0.127,0.069,0.139,0.135,0.154,0.06,0.066,0.041,0.086,0.119,0.114
1045,0.71,0.235,0.092,0.26,0.221,0.239,0.21,0.079,0.127,0.069,0.139,0.135,0.154,0.06,0.066,0.041,0.086,0.119,0.115
1046,0.71,0.235,0.092,0.26,0.221,0.24,0.21,0.079,0.128,0.069,0.139,0.135,0.154,0.06,0.066,0.041,0.085,0.119,0.115
1047,0.71,0.235,0.092,0.26,0.222,0.24,0.21,0.079,0.128,0.069,0.139,0.135,0.155,0.06,0.066,0.041,0.085,0.119,0.115
1048,0.71,0.235,0.092,0.26,0.222,0.24,0.21,0.079,0.128,0.069,0.139,0.135,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1049,0.71,0.235,0.092,0.26,0.222,0.241,0.211,0.08,0.129,0.069,0.139,0.135,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1050,0.71,0.235,0.092,0.26,0.222,0.241,0.211,0.08,0.129,0.069,0.139,0.135,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1051,0.71,0.235,0.093,0.26,0.223,0.241,0.211,0.08,0.129,0.07,0.14,0.135,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1052,0.71,0.235,0.093,0.26,0.223,0.242,0.211,0.08,0.129,0.07,0.14,0.135,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1053,0.71,0.235,0.093,0.26,0.223,0.242,0.211,0.08,0.13,0.07,0.14,0.135,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1054,0.71,0.235,0.093,0.26,0.223,0.242,0.212,0.08,0.13,0.07,0.14,0.135,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1055,0.71,0.235,0.093,0.26,0.223,0.242,0.212,0.081,0.13,0.07,0.14,0.135,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1056,0.71,0.235,0.093,0.26,0.224,0.242,0.212,0.081,0.13,0.07,0.14,0.136,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1057,0.71,0.235,0.093,0.26,0.224,0.242,0.212,0.081,0.131,0.071,0.14,0.136,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1058,0.71,0.235,0.093,0.26,0.224,0.243,0.212,0.081,0.131,0.071,0.14,0.136,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1059,0.71,0.235,0.093,0.26,0.224,0.243,0.212,0.081,0.131,0.071,0.14,0.136,0.155,0.06,0.066,0.041,0.085,0.118,0.115
1060,0.709,0.235,0.093,0.26,0.224,0.243,0.212,0.081,0.131,0.071,0.14,0.136,0.155,0.061,0.066,0.041,0.085,0.118,0.115
1061,0.709,0.235,0.093,0.26,0.224,0.243,0.212,0.081,0.132,0.071,0.14,0.136,0.155,0.061,0.066,0.041,0.085,0.118,0.114
1062,0.71,0.235,0.093,0.26,0.224,0.243,0.212,0.082,0.132,0.071,0.14,0.135,0.155,0.061,0.067,0.041,0.085,0.118,0.114
1063,0.71,0.235,0.093,0.26,0.224,0.243,0.212,0.082,0.132,0.071,0.14,0.135,0.155,0.061,0.067,0.041,0.085,0.118,0.114
1064,0.709,0.235,0.093,0.26,0.224,0.243,0.212,0.082,0.133,0.071,0.14,0.136,0.155,0.061,0.067,0.041,0.085,0.118,0.114
1065,0.709,0.235,0.094,0.26,0.224,0.243,0.212,0.082,0.133,0.072,0.14,0.136,0.154,0.061,0.067,0.041,0.085,0.118,0.114
1066,0.709,0.235,0.094,0.261,0.224,0.243,0.213,0.082,0.133,0.072,0.14,0.136,0.154,0.061,0.067,0.041,0.085,0.118,0.114
1067,0.709,0.236,0.094,0.261,0.224,0.243,0.212,0.082,0.134,0.072,0.14,0.136,0.154,0.061,0.067,0.041,0.085,0.118,0.114
1068,0.709,0.236,0.094,0.261,0.224,0.243,0.212,0.082,0.134,0.072,0.14,0.136,0.154,0.061,0.067,0.041,0.085,0.118,0.114
1069,0.709,0.236,0.094,0.261,0.224,0.243,0.212,0.083,0.134,0.072,0.14,0.136,0.154,0.062,0.067,0.042,0.085,0.118,0.114
1070,0.709,0.236,0.094,0.261,0.224,0.243,0.212,0.083,0.134,0.072,0.14,0.136,0.154,0.062,0.067,0.042,0.085,0.118,0.114
1071,0.709,0.236,0.094,0.261,0.224,0.243,0.212,0.083,0.135,0.072,0.14,0.136,0.154,0.062,0.067,0.042,0.085,0.118,0.114
1072,0.709,0.236,0.094,0.261,0.224,0.243,0.212,0.083,0.135,0.073,0.14,0.136,0.154,0.062,0.067,0.042,0.085,0.118,0.114
1073,0.709,0.237,0.094,0.261,0.224,0.243,0.212,0.083,0.135,0.073,0.14,0.136,0.154,0.062,0.067,0.042,0.085,0.118,0.114
1074,0.709,0.237,0.094,0.262,0.224,0.243,0.212,0.083,0.136,0.073,0.14,0.136,0.154,0.062,0.067,0.042,0.085,0.118,0.114
1075,0.709,0.237,0.094,0.262,0.224,0.243,0.212,0.083,0.136,0.073,0.14,0.136,0.154,0.062,0.067,0.042,0.085,0.118,0.114
1076,0.709,0.237,0.095,0.262,0.224,0.243,0.212,0.084,0.136,0.073,0.14,0.136,0.154,0.062,0.067,0.042,0.085,0.118,0.113
1077,0.709,0.237,0.095,0.262,0.224,0.243,0.212,0.084,0.137,0.073,0.14,0.136,0.154,0.063,0.068,0.042,0.085,0.118,0.113
1078,0.709,0.238,0.095,0.262,0.223,0.243,0.212,0.084,0.137,0.074,0.14,0.136,0.154,0.063,0.068,0.042,0.085,0.118,0.113
1079,0.709,0.238,0.095,0.262,0.223,0.243,0.212,0.084,0.138,0.074,0.14,0.136,0.154,0.063,0.068,0.042,0.085,0.118,0.113
1080,0.709,0.238,0.095,0.263,0.223,0.243,0.212,0.084,0.138,0.074,0.14,0.136,0.154,0.063,0.068,0.042,0.085,0.118,0.113
1081,0.709,0.238,0.095,0.263,0.223,0.243,0.212,0.084,0.138,0.074,0.14,0.136,0.154,0.063,0.068,0.042,0.085,0.118,0.113
1082,0.709,0.238,0.095,0.263,0.223,0.243,0.211,0.085,0.139,0.074,0.14,0.136,0.154,0.063,0.068,0.042,0.085,0.118,0.113
1083,0.709,0.239,0.095,0.263,0.223,0.242,0.211,0.085,0.139,0.074,0.14,0.136,0.154,0.064,0.068,0.042,0.085,0.118,0.113
1084,0.709,0.239,0.096,0.263,0.223,0.242,0.211,0.085,0.139,0.075,0.14,0.136,0.154,0.064,0.068,0.042,0.085,0.118,0.113
1085,0.709,0.239,0.096,0.264,0.223,0.242,0.211,0.085,0.14,0.075,0.14,0.136,0.154,0.064,0.068,0.042,0.085,0.118,0.113
1086,0.709,0.239,0.096,0.264,0.222,0.242,0.211,0.085,0.14,0.075,0.14,0.136,0.154,0.064,0.068,0.042,0.085,0.118,0.113
1087,0.709,0.239,0.096,0.264,0.222,0.242,0.211,0.085,0.141,0.075,0.14,0.136,0.154,0.064,0.068,0.042,0.085,0.118,0.113
1088,0.709,0.24,0.096,0.264,0.222,0.241,0.21,0.085,0.141,0.075,0.14,0.136,0.154,0.064,0.068,0.042,0.085,0.118,0.113
1089,0.709,0.24,0.096,0.264,0.222,0.241,0.21,0.086,0.141,0.076,0.14,0.136,0.154,0.064,0.068,0.042,0.085,0.118,0.113
1090,0.709,0.24,0.096,0.265,0.222,0.241,0.21,0.086,0.142,0.076,0.14,0.136,0.154,0.065,0.068,0.042,0.085,0.118,0.113
1091,0.709,0.24,0.096,0.265,0.221,0.241,0.21,0.086,0.142,0.076,0.14,0.136,0.154,0.065,0.068,0.043,0.085,0.118,0.113
1092,0.709,0.241,0.096,0.265,0.221,0.24,0.21,0.086,0.143,0.076,0.14,0.136,0.154,0.065,0.068,0.043,0.085,0.118,0.113
1093,0.709,0.241,0.097,0.265,0.221,0.24,0.209,0.086,0.143,0.076,0.14,0.136,0.154,0.065,0.068,0.043,0.085,0.118,0.113
1094,0.709,0.241,0.097,0.266,0.221,0.24,0.209,0.086,0.143,0.077,0.14,0.136,0.154,0.065,0.068,0.043,0.085,0.118,0.113
1095,0.709,0.241,0.097,0.266,0.22,0.239,0.209,0.087,0.144,0.077,0.14,0.136,0.154,0.066,0.068,0.043,0.085,0.118,0.113
1096,0.709,0.241,0.097,0.266,0.22,0.239,0.209,0.087,0.144,0.077,0.14,0.136,0.154,0.066,0.068,0.043,0.085,0.118,0.113
1097,0.709,0.242,0.097,0.266,0.22,0.239,0.208,0.087,0.145,0.077,0.14,0.136,0.154,0.066,0.068,0.043,0.085,0.118,0.113
1098,0.709,0.242,0.097,0.267,0.22,0.239,0.208,0.087,0.145,0.077,0.14,0.136,0.154,0.066,0.068,0.043,0.085,0.118,0.113
1099,0.709,0.242,0.097,0.267,0.219,0.238,0.208,0.087,0.146,0.078,0.14,0.136,0.154,0.066,0.068,0.043,0.085,0.118,0.113
1100,0.709,0.242,0.098,0.267,0.219,0.238,0.208,0.087,0.146,0.078,0.14,0.136,0.154,0.066,0.069,0.043,0.085,0.118,0.113
1101,0.709,0.243,0.098,0.267,0.219,0.237,0.207,0.088,0.146,0.078,0.14,0.136,0.154,0.066,0.069,0.043,0.085,0.118,0.113
1102,0.709,0.243,0.098,0.268,0.219,0.237,0.207,0.088,0.147,0.078,0.14,0.136,0.154,0.066,0.069,0.043,0.085,0.118,0.112
1103,0.709,0.243,0.098,0.268,0.218,0.237,0.207,0.088,0.147,0.078,0.14,0.136,0.154,0.067,0.069,0.043,0.085,0.118,0.112
1104,0.709,0.243,0.098,0.268,0.218,0.236,0.206,0.088,0.148,0.079,0.14,0.136,0.154,0.067,0.069,0.043,0.085,0.118,0.112
1105,0.709,0.243,0.098,0.268,0.218,0.236,0.206,0.089,0.148,0.079,0.14,0.136,0.154,0.067,0.069,0.043,0.085,0.118,0.112
1106,0.709,0.244,0.098,0.269,0.217,0.236,0.206,0.089,0.149,0.079,0.14,0.136,0.154,0.067,0.069,0.043,0.085,0.118,0.112
1107,0.709,0.244,0.098,0.269,0.217,0.235,0.205,0.089,0.149,0.079,0.14,0.136,0.154,0.067,0.069,0.043,0.085,0.118,0.112
1108,0.709,0.244,0.099,0.269,0.217,0.235,0.205,0.089,0.15,0.08,0.14,0.136,0.154,0.068,0.069,0.043,0.085,0.118,0.112
1109,0.709,0.244,0.099,0.269,0.217,0.234,0.205,0.089,0.15,0.08,0.14,0.136,0.155,0.068,0.069,0.043,0.085,0.118,0.112
1110,0.709,0.245,0.099,0.27,0.216,0.234,0.205,0.09,0.151,0.08,0.14,0.136,0.155,0.068,0.069,0.043,0.085,0.118,0.112
1111,0.708,0.245,0.099,0.27,0.216,0.234,0.204,0.09,0.151,0.08,0.14,0.136,0.155,0.068,0.069,0.043,0.085,0.118,0.112
1112,0.708,0.245,0.099,0.27,0.216,0.233,0.204,0.09,0.152,0.08,0.14,0.136,0.155,0.068,0.069,0.043,0.085,0.118,0.112
1113,0.708,0.245,0.099,0.27,0.216,0.233,0.204,0.09,0.152,0.081,0.14,0.136,0.155,0.068,0.069,0.043,0.085,0.118,0.112
1114,0.708,0.246,0.1,0.271,0.215,0.233,0.204,0.091,0.153,0.081,0.14,0.136,0.155,0.068,0.069,0.043,0.085,0.118,0.112
1115,0.708,0.246,0.1,0.271,0.215,0.232,0.203,0.091,0.153,0.081,0.14,0.137,0.155,0.069,0.069,0.043,0.085,0.118,0.112
1116,0.708,0.246,0.1,0.271,0.215,0.232,0.203,0.091,0.154,0.081,0.14,0.137,0.155,0.069,0.069,0.043,0.085,0.118,0.112
1117,0.708,0.246,0.1,0.272,0.215,0.232,0.203,0.091,0.154,0.082,0.14,0.137,0.155,0.069,0.069,0.043,0.085,0.118,0.112
1118,0.708,0.247,0.1,0.272,0.215,0.232,0.203,0.091,0.155,0.082,0.14,0.137,0.155,0.069,0.069,0.043,0.085,0.118,0.112
1119,0.708,0.247,0.1,0.272,0.214,0.231,0.202,0.092,0.156,0.082,0.14,0.137,0.155,0.069,0.069,0.043,0.085,0.118,0.112
1120,0.708,0.247,0.101,0.272,0.214,0.231,0.202,0.092,0.156,0.082,0.14,0.137,0.155,0.07,0.069,0.043,0.085,0.118,0.112
1121,0.708,0.247,0.101,0.273,0.214,0.231,0.202,0.092,0.157,0.083,0.14,0.137,0.155,0.07,0.07,0.043,0.085,0.118,0.112
1122,0.708,0.248,0.101,0.273,0.214,0.23,0.202,0.092,0.157,0.083,0.14,0.137,0.155,0.07,0.07,0.043,0.085,0.118,0.112
1123,0.708,0.248,0.101,0.273,0.213,0.23,0.201,0.093,0.158,0.083,0.14,0.137,0.155,0.07,0.07,0.044,0.085,0.118,0.112
1124,0.708,0.248,0.101,0.273,0.213,0.23,0.201,0.093,0.158,0.083,0.14,0.137,0.155,0.07,0.07,0.044,0.085,0.118,0.112
1125,0.708,0.249,0.101,0.274,0.213,0.229,0.201,0.093,0.159,0.084,0.14,0.137,0.155,0.07,0.07,0.044,0.085,0.118,0.112
1126,0.708,0.249,0.102,0.274,0.213,0.229,0.201,0.094,0.16,0.084,0.14,0.137,0.155,0.071,0.07,0.044,0.085,0.118,0.113
1127,0.708,0.249,0.102,0.274,0.212,0.229,0.2,0.094,0.16,0.084,0.14,0.137,0.156,0.071,0.07,0.044,0.085,0.118,0.113
1128,0.708,0.249,0.102,0.275,0.212,0.228,0.2,0.094,0.161,0.084,0.14,0.137,0.156,0.071,0.07,0.044,0.085,0.118,0.113
1129,0.708,0.25,0.102,0.275,0.212,0.228,0.2,0.094,0.161,0.085,0.14,0.137,0.156,0.071,0.07,0.044,0.085,0.118,0.113
1130,0.708,0.25,0.102,0.275,0.211,0.227,0.199,0.095,0.162,0.085,0.14,0.137,0.156,0.071,0.07,0.044,0.085,0.118,0.113
1131,0.708,0.25,0.103,0.275,0.211,0.227,0.199,0.095,0.163,0.085,0.14,0.137,0.156,0.071,0.07,0.044,0.085,0.118,0.113
1132,0.708,0.25,0.103,0.276,0.211,0.227,0.199,0.095,0.163,0.085,0.14,0.137,0.156,0.072,0.07,0.044,0.085,0.118,0.113
1133,0.708,0.251,0.103,0.276,0.21,0.226,0.198,0.096,0.164,0.086,0.141,0.137,0.156,0.072,0.071,0.044,0.085,0.118,0.113
1134,0.708,0.251,0.103,0.276,0.21,0.226,0.198,0.096,0.165,0.086,0.141,0.137,0.156,0.072,0.071,0.044,0.085,0.118,0.113
1135,0.708,0.251,0.103,0.276,0.21,0.225,0.197,0.096,0.165,0.086,0.141,0.137,0.156,0.072,0.071,0.044,0.085,0.118,0.113
1136,0.707,0.251,0.104,0.277,0.209,0.224,0.197,0.097,0.166,0.087,0.141,0.137,0.156,0.072,0.071,0.044,0.085,0.118,0.113
1137,0.707,0.252,0.104,0.277,0.209,0.224,0.196,0.097,0.166,0.087,0.141,0.137,0.156,0.073,0.071,0.044,0.085,0.118,0.113
1138,0.707,0.252,0.104,0.277,0.208,0.223,0.196,0.097,0.167,0.087,0.141,0.137,0.156,0.073,0.071,0.044,0.085,0.118,0.113
1139,0.707,0.252,0.104,0.278,0.208,0.223,0.195,0.097,0.168,0.087,0.141,0.137,0.156,0.073,0.071,0.044,0.085,0.118,0.113
1140,0.707,0.253,0.104,0.278,0.207,0.222,0.195,0.098,0.168,0.088,0.141,0.137,0.156,0.073,0.071,0.044,0.085,0.118,0.113
1141,0.707,0.253,0.105,0.278,0.206,0.221,0.194,0.098,0.169,0.088,0.141,0.137,0.156,0.073,0.071,0.044,0.085,0.118,0.113
1142,0.707,0.253,0.105,0.278,0.206,0.22,0.193,0.098,0.17,0.088,0.141,0.137,0.156,0.073,0.071,0.044,0.085,0.118,0.113
1143,0.707,0.253,0.105,0.279,0.205,0.219,0.192,0.099,0.171,0.088,0.141,0.137,0.157,0.074,0.071,0.045,0.085,0.118,0.113
1144,0.707,0.254,0.105,0.279,0.204,0.218,0.191,0.099,0.171,0.089,0.141,0.137,0.157,0.074,0.072,0.045,0.085,0.118,0.113
1145,0.707,0.254,0.105,0.279,0.203,0.216,0.19,0.099,0.172,0.089,0.142,0.137,0.157,0.074,0.072,0.045,0.085,0.118,0.113
1146,0.707,0.254,0.106,0.279,0.202,0.215,0.189,0.1,0.173,0.089,0.142,0.137,0.157,0.074,0.072,0.045,0.085,0.118,0.113
1147,0.706,0.255,0.106,0.28,0.201,0.214,0.188,0.1,0.173,0.09,0.142,0.137,0.157,0.074,0.072,0.045,0.085,0.118,0.113
1148,0.706,0.255,0.106,0.28,0.2,0.212,0.187,0.1,0.174,0.09,0.142,0.138,0.157,0.074,0.072,0.045,0.085,0.118,0.113
1149,0.706,0.255,0.106,0.28,0.199,0.211,0.186,0.101,0.175,0.09,0.142,0.138,0.157,0.075,0.072,0.045,0.085,0.118,0.113
1150,0.706,0.255,0.106,0.281,0.197,0.209,0.184,0.101,0.175,0.09,0.142,0.138,0.157,0.075,0.072,0.045,0.085,0.118,0.113
1151,0.706,0.256,0.107,0.281,0.196,0.208,0.183,0.101,0.176,0.091,0.142,0.138,0.157,0.075,0.072,0.045,0.085,0.118,0.113
1152,0.706,0.256,0.107,0.281,0.195,0.206,0.182,0.102,0.177,0.091,0.142,0.138,0.157,0.075,0.072,0.045,0.085,0.118,0.113
1153,0.706,0.256,0.107,0.281,0.193,0.204,0.18,0.102,0.178,0.091,0.142,0.138,0.157,0.075,0.072,0.045,0.085,0.118,0.113
1154,0.706,0.257,0.107,0.282,0.192,0.202,0.179,0.103,0.178,0.092,0.142,0.138,0.157,0.076,0.073,0.045,0.085,0.118,0.113
1155,0.706,0.257,0.107,0.282,0.19,0.2,0.177,0.103,0.179,0.092,0.142,0.138,0.157,0.076,0.073,0.045,0.085,0.118,0.113
1156,0.705,0.257,0.108,0.282,0.189,0.198,0.175,0.103,0.18,0.092,0.143,0.138,0.157,0.076,0.073,0.045,0.085,0.118,0.113
1157,0.705,0.257,0.108,0.283,0.187,0.196,0.174,0.104,0.181,0.092,0.143,0.138,0.157,0.076,0.073,0.045,0.085,0.118,0.113
1158,0.705,0.258,0.108,0.283,0.186,0.194,0.172,0.104,0.181,0.093,0.143,0.138,0.157,0.076,0.073,0.045,0.085,0.118,0.113
1159,0.705,0.258,0.108,0.283,0.184,0.192,0.17,0.104,0.182,0.093,0.143,0.138,0.158,0.076,0.073,0.045,0.085,0.118,0.113
1160,0.705,0.258,0.108,0.283,0.182,0.19,0.168,0.105,0.183,0.093,0.143,0.138,0.158,0.077,0.073,0.045,0.085,0.118,0.113
1161,0.705,0.258,0.109,0.284,0.18,0.188,0.166,0.105,0.184,0.094,0.143,0.138,0.158,0.077,0.073,0.045,0.085,0.118,0.113
1162,0.705,0.259,0.109,0.284,0.179,0.186,0.165,0.106,0.184,0.094,0.143,0.138,0.158,0.077,0.074,0.045,0.085,0.118,0.114
1163,0.705,0.259,0.109,0.284,0.177,0.184,0.163,0.106,0.185,0.094,0.143,0.138,0.158,0.077,0.074,0.046,0.085,0.118,0.114
1164,0.704,0.259,0.109,0.285,0.175,0.181,0.161,0.106,0.186,0.095,0.143,0.138,0.158,0.077,0.074,0.046,0.085,0.118,0.114
1165,0.704,0.26,0.11,0.285,0.174,0.179,0.159,0.107,0.187,0.095,0.144,0.138,0.158,0.077,0.074,0.046,0.085,0.118,0.114
1166,0.704,0.26,0.11,0.285,0.172,0.177,0.158,0.107,0.188,0.095,0.144,0.138,0.158,0.078,0.074,0.046,0.085,0.118,0.114
1167,0.704,0.26,0.11,0.285,0.17,0.175,0.156,0.108,0.188,0.096,0.144,0.138,0.158,0.078,0.074,0.046,0.085,0.118,0.114
1168,0.704,0.261,0.11,0.286,0.169,0.174,0.154,0.108,0.189,0.096,0.144,0.138,0.158,0.078,0.074,0.046,0.085,0.118,0.114
1169,0.704,0.261,0.111,0.286,0.167,0.172,0.153,0.108,0.19,0.096,0.144,0.138,0.158,0.078,0.074,0.046,0.085,0.118,0.114
